english,hindi
"""Then how about a tequila?""
","""तो फिर कैसे एक पेग शराब के बारे में?""
"
"How much in tomans?
","कितने तोमंस?
"
"Because I said so.
","क्योंकि मैंने ऐसा कहा।
"
"Papanera Claire de Merna Merna...
","मैं Papanera क्लेयर डे Merna Merna ...
"
"So, who are you?
","तो, तुम कौन हो?
"
"Tell your story, Leonard.
","अपनी कहानी, लियोनार्ड बताओ.
"
"Where'd you get this?
","आप यह मिलता होगा?
"
"He was the boss.
","वह बॉस था।
"
"You're like a knife, right?
","आप सही, एक चाकू की तरह कर रहे हैं?
"
"- Aren't you ashamed?
","आप शर्म नहीं आती?
"
"That's Cristo, you dumb shit?
","वह क्रिस्टो है, बेवकूफ.
"
"- Fools love a fool.
","- मूर्ख मूर्ख प्यार करता हूँ।
"
"The ladies are here.
","महिलाएं आ चुकी हैं.
"
"- It's just a friend.
","-बस एक दोस्त है।
"
"( Wind whispering )
","(पवन फुसफुसा)
"
"- Fed up, so soon.
","- फेड अप है, तो जल्द ही।
"
"How are you this evening?
","कैसे आप इस शाम को कर रहे हैं?
"
"Hummingbird, this is Castle Ground.
","हम कैसल ग्राउंड हैं।
"
"I'm done with that.
","मैं इस के साथ काम कर रहा हूँ.
"
"We can not directly cure.
","हम सीधे इलाज नहीं कर सकते.
"
"Yeah, I could eat.
","-हाँ, खाना मिले तो खा लूँगा।
"
"- It did look good.
","- यह अच्छा लग रही थी.
"
"She's eating for two.
","वह दो के लिए खा रही है.
"
"There'll be no delays, Nearchus.
",", Nearchus कोई देरी नहीं होगी.
"
"I have no idea.
","मुझे पता नहीं है।
"
"I want him alive
","मैं उसे जिंदा चाहते हैं
"
"- To what end?
","- किस लिए?
"
"What are you doing?
","तुम क्या कर रहे हो?
"
"- Thank you very much.
","- धन्यवाद.
"
"- It is tough.
","- यह कठिन है.
"
"How old are you?
","तुम्हारी उम्र क्या है?
"
"-We need something that floats.
","कुछ .
"
"I don't have the words.
","मेरे पास शब्द नहीं हैं।
"
"There's only vegetables here.
","यहाँ केवल सब्जियां हैं.
"
"It just came apart, Andy.
","यह सिर्फ अलग आई, एंडी.
"
"He's very dangerous man.
","वो बहुत ही खतरनाक आदमी है.
"
"Raleigh, this is Hercules Hansen,
","रैले, इस पहलवान हैनसेन है,
"
"This entire facility's a centrifuge.
","ये पूरी इमारत Centrifuge है .
"
"Want to know about her?
","उसके बारे में जानना चाहते हो?
"
"I'm so sorry I'm late.
","मैंने सोचा कि मैं देर से कर रहा हूँ तो माफी चाहता हूँ।
"
"What do you think?
","आप क्या सोचते हैं?
"
"We gotta keep movin'.
","हम 'movin रखना होगा.
"
"Oh God, three months ago,
","हे भगवान, तीन महीने पहले
"
"Good morning, Becket boys!
","सुप्रभात, बेकेट लड़कों!
"
"5 days, all expenses paid!
","5 दिन, सभी खर्चों का भुगतान किया!
"
"What a silly boy.
","क्या एक मूर्ख लड़का।
"
"- Who is it?
","- यह कौन है?
"
"You bleed free, my lord.
","तुम, मेरे प्रभु फ्री खून बहाना.
"
"Are you sore at me?
","आप मुझ पर नाराज़ हो?
"
"Stop! Your princess is safe!
","मैं आ रहा हूँ!
"
"Not at the table, Murph.
","टेबल पर नहीं, Murph.
"
"- Come on, go.
","चलो जाओ।
"
"Let's discuss this another time.
","चलो इस की चर्चा फिर कभी करेंगे.
"
"I'm on it, sir.
","मैं उस पर हूँ, सर.
"
"I came into some resources.
","मैं कुछ संसाधनों में आया।
"
"The ironworks are under attack.
","वहाँ अभी भी समय है. महिलाओं के भीतर कटघरा पकड़े हैं.
"
"Some circuits got fried.
","कुछ सर्किट तला हुआ मिला।
"
"We want the same thing.
","हम एक ही बात करना चाहता हूँ.
"
"Smiley told me everything.
","स्माईली मुझे सब कुछ बताया.
"
"You call this a ship?
","क्या आप इस जहाज को कॉल करते हैं?
"
"This fucker's having an accident.
","यह कमीना खुद को मरवाने वाला है.
"
"Proclaim your love for me.
","मेरे लिये अपने प्यार का इजहार करो.
"
"Initiating neural handshake in 5..
","5 में तंत्रिका हाथ मिलाना शुरू ..
"
"- No. It's not crazy.
","- नहीं, यह पागलपन नहीं है.
"
"I saw it out there.
","मैं वहाँ से बाहर देखा.
"
"Do you reckon an hour?
","एक घंटा?
"
"- No, not at all.
","- नहीं, बिल्कुल नहीं.
"
"We shouldn't expose each other
","हम एक दूसरे का खुलासा नहीं करना चाहिए
"
"He was my father.
","एल यह पता है.
"
